"Application Number","Details","Local Authority","Date"
"24/00445/B","Installation of 1 x 9-metre wooden telegraph pole with associated overhead wires. 2-8 Ballasteen Drive\nAndreas\nIsle Of Man\n\n","ANDREAS","17 Apr 2024"
"24/00381/B","Conversion of guesthouse (Class 3.1), involving a rear yard extension and installation of an extended dormer to front elevation, to provide five residential apartments (Class 3.4) 16 Belmont Terrace\nDouglas\nIsle Of Man\nIM1 4NH\n","DOUGLAS","16 Apr 2024"
"24/00382/B","Re-cladding of existing indoor tennis court Indoor Tennis Courts\nBallaughton Meadows\nDouglas\nIsle Of Man\nIM2 1JH\n","DOUGLAS","17 Apr 2024"
"24/00398/B","Conversion of an existing boarding house into two duplex apartments 108 Castlemona Avenue\nDouglas\nIsle Of Man\nIM2 4EF\n","DOUGLAS","17 Apr 2024"
"24/00401/B","Erection of rear extension, decking and canopy, installation of replacement windows, doors, roof tiles, roof light, garage fascias and rainwater goods, rear garden gate and application of insulation render Daleside\n10 Cronkbourne Road\nDouglas\nIsle Of Man\nIM2 3LB\n","DOUGLAS","17 Apr 2024"
"24/00433/B","Creation of new window aperture and installation of uPVC window at rear of property 26 Reayrt Carnane\nDouglas\nIsle Of Man\nIM2 5LN\n","DOUGLAS","17 Apr 2024"
"24/00434/B","Improvement works, replacing the boundary bollards and railings and relocating pay machines Bottleneck Car Park\nLoch Promenade\nDouglas\nIsle Of Man\n\n","DOUGLAS","17 Apr 2024"
"24/00443/B","Erection of extension, replace existing front facing flat roof dormers with pitched roof dormers, enlarge an existing and installation of a roof light and widen driveway Arkadia\nAlexander Drive\nDouglas\nIsle Of Man\nIM2 3QX\n","DOUGLAS","17 Apr 2024"
"24/00446/B","Removal of existing conservatory and rear lean-to extension and construction of single storey extension to rear of dwelling. Homecroft\n25 Devonshire Road\nDouglas\nIsle Of Man\nIM2 3QZ\n","DOUGLAS","17 Apr 2024"
"24/00451/CON","Registered Building Consent to erect City Hall plaque on front elevation of building RB169 City Hall\nRidgeway Street\nDouglas\nIsle Of Man\nIM99 1AD\n","DOUGLAS","17 Apr 2024"
"24/00427/B","Demolition & rebuilding of existing single storey extension Inglenook\nFairy Cottage\nLaxey\nIsle Of Man\nIM4 7BR\n","GARFF","12 Apr 2024"
"24/00437/B","Replace existing roof to create enlarged first floor to accommodate a kitchen/living/dining area, master bedroom suite, guest wc and utility room. Form new ground floor entrance porch. Form new first floor terrace. Form first floor extension to accommodate a guest WC and utility room. Enlarge existing pantry and dining room windows. Install additional roof window over existing first floor store room. Install fireplace flue to north west elevation. Carrick House\nClay Head Road\nBaldrine\nIsle Of Man\nIM4 6DP\n","GARFF","17 Apr 2024"
"19/00949/GB","Conversion of farm outbuildings to 5 tourist units with associated parking (in association with PA 19/00950/CON) Glyn Moar Outbuildings\nGlen Mooar Road\nSt Johns\nIsle Of Man\nIM4 3AQ","GERMAN","4 Sep 2019"
"19/00950/CON","Registered Building consent for the conversion of farm outbuildings to 5 tourist units with associated parking (in association with PA 19/00949/GB) Registered Building Nos. 268 Glyn Moar Outbuildings\nGlen Mooar Road\nSt Johns\nIsle Of Man\nIM4 3AQ\n","GERMAN","4 Sep 2019"
"24/00431/B","Erection of garden room (retrospective) 11 Magher Drine\nPeel\nIsle Of Man\nIM5 1XE\n","GERMAN","17 Apr 2024"
"24/00436/B","Erection of agricultural shed for storage of compost and associated works Composting Site\nPoortown Road\nSt Johns\nIsle Of Man\nIM4 3NQ\n","GERMAN","12 Apr 2024"
"24/00406/B","Installation of a flue 15 St Stephens Meadow\nSulby\nIsle Of Man\nIM7 3DA\n","LEZAYRE","17 Apr 2024"
"24/00429/C","Change of use to office and vehicle compound for storage and distribution (retrospective) Unit 10\nRonaldsway Farm\nAirport Road\nDerbyhaven\nIsle Of Man\n\n","MALEW","17 Apr 2024"
"24/00442/B","Redevelopment of site with the installation of a 10m lattice tower with associated antenna and dishes Scarlett Point Tower\nScarlett\nCastletown\nIsle Of Man\nIM9 1TB\n","MALEW","17 Apr 2024"
"23/01155/B","Erection of three tourist accommodation pods, landscaping, drainage, formation of a car parking area and conversion of the existing shed into tourist accommodation and therapy facilities Bridge House\nWest Baldwin\nIsle Of Man\nIM4 5HA\n","MAROWN","27 Oct 2023"
"24/00392/B","Redevelopment of an existing Sure Mobile site that will consist of replacing the current monopole with a new 15 meter slimline lattice with multiple mobile panel antennas/dishes/radio kit with associated ground equipment cabinets and boundary fence. Sure Site 11\nField 234775\nCammall Farm\nDouglas Road\nKirk Michael\nIsle Of Man\nIM6 1AU\n","MICHAEL","11 Apr 2024"
"24/00399/B","Erection of a detached Garden Room Glen Bower\nLittle Mill Road\nOnchan\nIsle Of Man\nIM4 5BD\n","ONCHAN","16 Apr 2024"
"24/00425/B","Raising the front eaves level, replacing the roof coverings, replacing the dormer window cladding boards and lowering the redundant rear chimney stack. Sunny Bank\nPatrick Corner\nPatrick Village\nIsle Of Man\nIM5 3AL\n","PATRICK","16 Apr 2024"
"24/00452/B","Replace a pvc panel door with a composite door to the front of the property Digby Cottage\nSt Marys Road\nPort Erin\nIsle Of Man\nIM9 6JG\n","PORT ERIN","17 Apr 2024"
"24/00388/B","Demolish ground floor store to rear elevation. Demolish first floor timber sun room and replace with attached sun room to the rear elevation. 1 Bay View Villas\nCronk Road\nPort St Mary\nIsle Of Man\nIM9 5AS\n","PORT ST MARY","17 Apr 2024"
"24/00426/B","Erection of extension, bay window extension, installation of a dormer window and four roof lights The Bungalow\nPlantation Road\nPort St Mary\nIsle Of Man\nIM9 5AY\n","PORT ST MARY","17 Apr 2024"
"24/00417/B","Erection of a sunroom to the rear of the property and extension of the rear patio area 88 Royal Park\nRamsey\nIsle Of Man\nIM8 3UH\n","RAMSEY","17 Apr 2024"
