"Application Number","Details","Local Authority","Date"
"23/00127/B","Proposed extensions to property including conversion of existing garage to provide additional living accommodation 28 Cronk Cullyn\nColby\nIsle Of Man\nIM9 4NQ\n","ARBORY","2 Feb 2023"
"23/00106/B","Proposed alterations and extensions to dwelling to provide additional and improved living accommodation Ballavolley Lodge\nBallacrye Road\nThe Curragh\nBallaugh\nIsle Of Man\nIM7 5EA\n","BALLAUGH","7 Feb 2023"
"23/00135/C","Change of use application for additional use of residential property as tourist accomodation Cronk Breck Cottage\nStation Road\nBallaugh\nIsle Of Man\nIM7 5AH","BALLAUGH","3 Feb 2023"
"23/00137/C","Change of use application for additional use of residential property as tourist accommodation 1 Blackwood Cottages\nBallamona Road\nBallaugh\nIsle Of Man\nIM7 5BE","BALLAUGH","3 Feb 2023"
"23/00115/B","Demolition of existing conservatory, erection of single storey extension to rear of property and replacing existing bay window with bi-fold door system on rear elevation 22 Ballamillaghyn Estate\nMount Rule\nDouglas\nIsle Of Man\nIM4 4HX","BRADDAN","8 Feb 2023"
"23/00149/B","Installation of a mezzanine floor and additional use as a building management business, an electrician business and storage of domestic vehicles Unit 21\nIndustrial Units Middle Farm\nRichmond Hill\nDouglas\nIsle Of Man\nIM4 1JL\n","BRADDAN","7 Feb 2023"
"23/00155/B","Installation of cladding to replace existing shingle on garage roof North Lodge\nCronkbourne\nDouglas\nIsle Of Man\nIM4 4QH\n","BRADDAN","8 Feb 2023"
"23/00148/B","Alterations and erection of extensions Fy Yerrey\nNassau Road\nRegaby\nRamsey\nIsle Of Man\nIM7 4AL\n","BRIDE","7 Feb 2023"
"23/00147/B","Installation of two replacement roof lights and installation of replacement windows to both front and rear elevations 3 Springfield Terrace\nCastletown\nIsle Of Man\nIM9 1AW","CASTLETOWN","7 Feb 2023"
"23/00028/B","Overclad existing elevation with brick effect cladding system 12 - 14 Clinches Court\nNorth Quay\nDouglas\nIsle Of Man\nIM1 4LH","DOUGLAS","6 Feb 2023"
"23/00044/B","To demolish the attached garage to provide parking spaces accessed via the existing dropped kerb. 5 Falcon Cliff Terrace\nDouglas\nIsle Of Man\nIM2 4AU","DOUGLAS","2 Feb 2023"
"23/00082/B","Conversion of Armitage House to create six residential apartments Armitage House\nLord Street\nDouglas\nIsle Of Man\nIM1 1LS\n","DOUGLAS","7 Feb 2023"
"23/00083/B","Alterations including removal of rear extension; new rear extension; replacement windows, roof finish including solar slates and rainwater goods; new roof lights and entrance frontage and change of use from office to residential. Scotland House\n13 North Quay\nDouglas\nIsle Of Man\nIM1 4LE","DOUGLAS","6 Feb 2023"
"23/00085/B","Remove existing fencing to clients side of boundary and replace it with proposed new 2m high fencing 111 Cronk Liauyr\nDouglas\nIsle Of Man\nIM2 5LS","DOUGLAS","6 Feb 2023"
